wavelength, amplitude
640.414, 2680.12
640.741, 2899.25
641.069, 2989.2
641.397, 2913.09
641.724, 2825.44
642.052, 2742.4
642.379, 2636.29
642.706, 2661.67
643.034, 2486.37
643.361, 2617.84
643.688, 2599.39
644.015, 2693.96
644.342, 2719.33
644.669, 2530.19
644.996, 2394.1
645.323, 2283.39
645.65, 2338.74
645.977, 2384.88
646.304, 2433.31
646.63, 2424.09
646.957, 2567.1
647.284, 2580.94
647.61, 2401.02
647.937, 2407.94
648.263, 2449.46
648.59, 2364.12
648.916, 2324.9
649.243, 2234.95
649.569, 2186.51
649.895, 2091.94
650.221, 2082.71
650.548, 2121.92
650.874, 2013.51
651.2, 1969.69
651.526, 2186.51
651.852, 2163.44
652.178, 2320.29
652.504, 2456.38
652.829, 2534.8
653.155, 2721.64
653.481, 2788.53
653.806, 2806.98
654.132, 2986.9
654.458, 3026.11
654.783, 3076.85
655.109, 3139.13
655.434, 3305.21
655.759, 3496.66
656.085, 3441.3
656.41, 3577.39
656.735, 3637.36
657.06, 3549.71
657.386, 3455.14
657.711, 3376.71
658.036, 3427.46
658.361, 3397.47
658.686, 3395.16
659.01, 3457.44
659.335, 3515.11
659.66, 3609.68
659.985, 3646.58
660.309, 3695.02
660.634, 3985.65
660.959, 4036.4
661.283, 4250.91
661.608, 4467.73
661.932, 4444.67
662.256, 4543.85
662.581, 3969.51
662.905, 3178.34
663.229, 2317.98
663.553, 1822.07
663.878, 1487.61
664.202, 1326.15
664.526, 1238.5
664.85, 1192.37
665.174, 1247.72
665.498, 1160.07
665.821, 1217.74
666.145, 1275.4
666.469, 1376.89
666.793, 1284.63
667.116, 1286.94
667.44, 1250.03
667.763, 1173.91
668.087, 1206.21
668.41, 1173.91
668.734, 1229.27
669.057, 1256.95
669.38, 1192.37
669.703, 1273.1
670.027, 1441.48
670.35, 1390.73
670.673, 1455.32
670.996, 1455.32
671.319, 1453.01
671.642, 1538.36
671.965, 1457.62
672.288, 1369.97
672.61, 1489.92
672.933, 1570.65
673.256, 1485.3
673.578, 1517.6
673.901, 1423.03
674.224, 1566.03
674.546, 1436.87
674.868, 1476.08
675.191, 1321.54
675.513, 1335.37
675.836, 1337.68
676.158, 1250.03
676.48, 1282.32
676.802, 1275.4
677.124, 1171.61
677.446, 1148.54
677.768, 1160.07
678.09, 1074.73
678.412, 1155.46
678.734, 1125.47
679.056, 1123.17
679.377, 1125.47
679.699, 1146.23
680.021, 1183.14
680.342, 1185.45
680.664, 1079.34
680.985, 1171.61
681.307, 1224.66
681.628, 1266.18
681.949, 1303.08
682.271, 1388.43
682.592, 1466.85
682.913, 1512.98
683.234, 1529.13
683.555, 1556.81
683.876, 1589.1
684.197, 1563.73
684.518, 1674.44
